sentiment,full_text
2,معهد في فرنسا يخوض تجربه على الفئران لتطوير لقاح كورونا لكن احد العلماء هناك حاقد على الطاقم الطبي فقام سرق فئرانهم و ظاع شغلهم و فلوسهم
1,بحمد الله وفضله تلقيت اليوم تطعيم الجرعه الاولى لقاح فايزر المضاد لفايروس كورونا جزاء الله حكومتنا الرشيده خير الجزاء على الجهود الجباره لتوفير هذا اللقاح وبشكل ميسر للجميع شكرا لزملائي ابطال الصحه على حسن التنظيم ولما يقومون به من اخلاص واتقان في عملهم
2,لقاح كورونا ملقح او غير ملقح
0,لقاح كورونا انا عن نفسي ماراح اخذه وباذن الله مااحتاجه واذا مكتوب نموت بكورونا عادي مصيرنا نموت
0,اللقاح او فيروس كورونا ضررها يعتمد على مدى قوه نظام مناعه الجسم فبعض الاجسام ضعيفه جدا قد لا تتحمل حتى مجرد لقاح مضعف بسيط
1,تم اخذ الجرعه الاولى من لقاح كورونا كلمه شكر قليله في حق منسوبي وزاره الصحه على ما رايناه و لمسناه من اهتمام و حرص و
1,الحمد لله تم حجز موعد لاخذ جرعه لقاح كورونا كوفيد ١٩ اسال الله ان يصرف عنا البلاء والوباء وسائر الامراض عاجلا غير اجل يارب
1,رحت ويا الوالد والوالده معارض الظهران حق لقاح كورونا وصراحه انبسطت واااااجد على حسن المعامله الترحيب الابتسامه الخ اخلاق وذوق حرفيا كل الي قابلناهم شاقين الابتسامه ويساعدوك في كل شي تحتاجه على اكمل وجه والتنظيم ايضا كان فوق الممتاز جد جد تبيضوا الوجه يعطيكم العافيه
1,لقاح كورونا جرعتي المخصصه يوم الجمعه دعواتكم
1,اخذك للقاح والتزامك بالاجراءات الاحترازيه يحميانك ومن تحب باذن الله من فيروس كورونا لقاح كورونا عش بصحه
1,من اعراض اللقاح حجز تذاكر السفر و بثقه كبيره لقاح كورونا
0,لقاح كورونا ولي العهد اخذ اللقاح ولازال يستخدم الكمامه اذا ما الفائده منه ويمكن يكون ضرره اكثر من نفعه
1,لقاح كورونا بلادنا الغاليه تبذل كل الجهود من اجل مواطنيها في هذا اليوم رايت المواطنين ياخذون هذا اللقاح ال
1,بحمد الله تلقيت اليوم الجرعه الاولى من لقاح كورونا شكرا لكل ماوجدناه من تنظيم رائع وزاره الصحه شكرا للملك سلمان ولي عهده محمد بن سلمان
1,لقاح كورونا الحمدلله اخذت الجرعه الاولى
1,تلقيت هذا اليوم الجرعه الاولى من لقاح كوفيد ١٩ بعياده الموظفين بمستشفى الليث العام ضمن مشروع توسعه لقاح كورونا ب الليث وما كان ليكون هذا الا بعد فضل الله ثم جهود حكومتنا الرشيده التي بذلت الغالي والنفيس في سبيل الحفاظ على صحه المواطن والمقيم شكرا لجميع الزملاء بصحه الليث
1,لقاح كورونا الله يكتب اللي فيه الخير
1,بحمد الله تلقيت اليوم الجرعه الاولى من لقاح كوفيد١٩ في مركز تطعيمات كورونا للموظفين في حفظ الله بلادنا وادام عزها يارب العالمين
1,الحمدلله اليوم تلقيت الجرعه الاولى من لقاح كورونا استرازينكا ولم تظهر علي اي اعراض ولله الحمد الله ينفع به ويجزي حكومتنا الرشيده على ما تبذله من اجل صحه المواطن والمقيم
2,لمن يهمه الامر لقاحات الكره الارضيه عدا لقاح كورونا الزاميه ام لا
1,لقاح كورونا اخذت اللقاح يوم الاحد استرازينيكا بريطاني الاعراض بسيطه تورم مكان الابره خمول والم العضلات والمفاصل لمده يوم او يومين بالكثير الحراره هي الي مسيطره على الوضع ورحت للمستشفى واخذت خافض حراره واليوم الحمدلله احسن من قبل
1,خايف من لقاح كورونا تطمن اللقاح امن
0,لقاح كورونا من قلت لناس بتعطعم والكل ليش ي الخبله ووو هم يعرفون شي م اعرفه والا وش السالفه
1,وددت ان اكتب تغريده للتاريخ بعد ان تلقيت الجرعه الاولى من لقاح كورونا اسال الله ان ينفع بها شكرا وطني العظيم ع كل شي
1,بحمد الله وفضله تلقيت اليوم الجرعه الاولى من لقاح كورونا كوفيد بمدينه بريده جزى الله قادتنا الملك سلمان وولي العهد
1,الحمد لله اخذت اليوم الثلاثاء الجرعه الاولى من لقاح كورونا بمركز اللقاحات ب حفرالباطن وكل الشكر لجميع الطاقم الطبي بالم
0,اذا عرف السبب بطل العجب طيب لماذا يا حضره الرئيس اسمعوا الجواب رئيس شركه فايزر يكشف سبب عدم اخذه لقاح كورونا الحره
0,لقاح كورونا انا حيل خايف لاني انصبت قبل كذا وانا مريض سكر النوع الاول من زماان
1,الحمد لله تم اخذ الجرعه الاولى من لقاح فايروس كورونا اسال الله ينفع بها وان يصرف عنا الوباء والعالم اجمع الشكر موصول لوزاره الصحه على ماقدمته من خدمات وجهود جباره من اجل التصدي لهذا الفايروس وتوفير اللقاح بكل يسر وسهوله عاشت بلادي
1,شكرا تم اخذ اول جرعه من لقاح كورونا في مركز الرياض الدولي للمؤتمرات والمعارض وسط تنظيم رائع جدا دخول وخروج في وقت قياسي رغم الاعداد الهائله الموجوده شكرا لحكومتنا الرشيده على كل هذه التسهيلات التي تقدم للجميع
2,لقاح كورونا نزل خبر من وزراه الصحه يقولون اللي عندهم حساسيه شديده في الصدر لاياخذون لقاح كورونا
1,بحمد الله وفضله تلقيت اليوم الجرعه الاولى من لقاح كورونا كوفيد بمدينه بريده جزى الله قادتنا الملك سلمان وولي العهد الامير محمد بن سلمان خير الجزاء على ماقدموه النا من جهود واعمال عظيمه لمواجهه هذا البلاء انه سميع مجيب والجزاء موصول لجميع العاملين بالقطاع الصحي
0,ماراح ناخذه خلاص لو تسوقون له من اليوم لين بكرا ماراح ناخذه دام مشاري البلام اخذه و توفى و غيره كثير توفو منه حنا نحب الحياه ما
1,واثقه ثقه عمياء بحكومتنا ومتوكله على الحي القيوم الله ينفع به لقاح كورونا
1,اللهم لك الحمد على نعمك اخذت اليوم الجرعه الاولى من لقاح كورونا اشكر قيادتنا الحكيمه وكذلك الشكر موصول لوزاره الصحه وجامعه الامام محمد بن سعود الاسلاميه في توفير اللقاح لمنسوبيها وكل القائمين على صحه وراحه وحمايه المواطن في هذا البلد المعطاء الكريم
1,والدي الغالي في طريقه للتطعيم حفظه الله بصحبه اخي ابوساره كلمات والدي خرجت بعفويه لجمال الانجاز جهود رائعه لوزاره الص
1,بفضل من الله وتيسيره تلقيت قبل قليل الجرعه الاولى من لقاح فيروس كورونا شاكرا ومقدرا لجميع الجهود المبذوله من قبل فري
1,لقاح كورونا يارب لك الحمد اخذت اول لقاح قبل خمسه ايام بس اللقاح الثاني نهايه رمضان ان شاءالله
2,لقاح كورونا انا مره متردده اخذه او لا وش رايكم
1,لقاح كورونا انصح باخذ اللقاح والله ينفع به شكرا حكومتنا الرشيده
1,سعاد حسن تتلقى الجرعه الاولى من لقاح كورونا
2,الحين العلم ناخذها ولا نكنسل الموعد قرب لقاح كورونا
1,وزاره الصحه فخر لنا انتم لقاح كورونا
1,تلقيت اليوم الجرعه الاولى من لقاح كورونا دعواتي بان يحفظ الله قادتنا لما يقدمونه لخدمه المواطن والمقيم شكرا منسوبي وز
2,لقاح كورونا فايزر ولا استرازينيكا
1,تلقيت قبل قليل الجرعه الاولى من لقاح فايروس كورونا فشكرا جزيلا لوزاره الصحه على المجهودات الجباره وشكرا لكل بطل من ابطال الصحه فخور جدا باني سعودي
2,مين مثلي يشوف ان المفروض الواحد يسوي فحص كورونا قبل القاح لقاح كورونا
1,تلقيت قبل قليل الجرعه الاولى من لقاح كورونا بمركز اللقاح بقاعه الاهالي بمحافظه رفحاء اللهم اجعلها اجر وعافيه شكرا
1,لقاح كورونا ياناس والله ماراح نطلع من دوامه كورونا الا باللقاح اتركوا عنكم الجهل والتخبط مرض الجدري الفتاك ما انتهى الا بسبب اللقاح تطعموا وكونوا حضاريين
2,الفتره ذي يبيلنا لقاح للتدجين اكثر من لقاح كورونا
1,تم اخذ الجرعه الاولى من لقاح كورونا تنظيم رائع وتعامل راقي جدا من كافه المنظمين شي يدعو للفخر
0,في للنهايه المشكله مو فيهم المشكله في الشعوب الخانعه الذليله الغبيه اللي تنساق وراء الكذبه و مادام الشعوب منساقه الكذبه و تتناول لقاح قاتل فالقادم اسوا تشوف رجال طول في عرض و عنده شهادات كبر الحيط معلقها بعد لكن هو ثور ابن ثور بهيمه قالو له في التلفزيون كورونا رد امين
2,اخذت لقاح كورونا من البارح خمول وصداع
1,اصدق انواع التسويق الذي يكون بتوصيه او راي الناس عن تجربتهم مع موضوع او منتج معين حاليا مع لقاح كورونا وصلت شخصيا لمرحله كثير ممن حولي يسالون اذا سجلت لاخذ اللقاح اصبحت حمله شعبيه بامتياز في الصوره اكثر من جرعه تم صرفها في السعوديه خلال الاسبوعين الماضيه فقط
2,الصحه توضح موقف المصابين ب السرطان من تلقي لقاح كورونا
1,اخذت لقاح كورونا اليوم الله ينفع به يارب كورونا لقاح كورونا
1,لله الحمد والمنه تم اكمال الجرعات الخاصه ب لقاح كورونا والحمد لله لم تصادفتي اي اثار جانبيه سوى الم بسيط مكان الابره اختفى ث
2,السلام عليكم لدي موعد لقاح كورونا واستعمل حاليا مضاد حيوي بسبب التهاب في الشعب الهوائيه هل هناك مانع وهل ينصح باخذ اللقاح او التاجسل لحين الشفاء
1,لقاح كورونا بلادنا الغاليه تبذل كل الجهود من اجل مواطنيها في هذا اليوم رايت المواطنين ياخذون هذا اللقاح التنظيم رائع وعنايه ورعايه تفوق الوصف ويقوم بالخدمه ابناء وبنات الوطن دام عزك ياوطن حفظ الله ولاه امرنا وسددهم
1,جاري التسجيل باذن الله لقاح كورونا
1,لقاح كورونا مافي بلد قدمت مثل ما قدمت السعوديه اللهم لك الحمد والشكر اني سعوديه كلي فخر
0,نعم لم تجرى دراسات علنيه لفتره كافيه على اللقاح لذلك هو تجريبي اما فعليا فاننانعرف انهم اعتمدوا على نتائج فحوص لقاح كورونا سارس واحد قبل اعوام واجريت على الحيوانات وكانت النتيجه بعد في الاشهر الاولى عمل اللقاح ثم اصيبت كل الحيوانات بمرض شبيه وماتت كلها هذا ما نخاف يحصل للبشر
1,الحمدالله اليوم فيه اقبال كبير من اهالي بقعاء وتم اخذ لقاح كورونا وفيه حجوزات عن طريق تطبيق صحتي الله ينفع به ويحمي الجميع من هذا المرض لقاح كورونا
1,ليش ما خلو الموت التدريجي في المضاد و و و و ليش في لقاح كورونا بالذات
0,طريقه تسويق اللقاح والاجبار على اخذه تجعلني محايد وارفض اخذه لقاح كورونا
1,دخلت الساعه ٤ ٣٠ للحصول على الجرعه الاولى وانتهيت ٤ ٤٩ عصرا تنظيم وسرعه واهتمام يشكرون عليها ابطال الصحه وجهود نفتخر جميعا بها الحمد لله على نعمه هذا الوطن لقاح كورونا
1,الحمدلله اخذت الجرعه الاولى من لقاح كورونا مرت تساهيل والممرضه يدها خفيفه ماشاء الله تبارك الله ربي يحمينا ويحفظنا ويبعد عننا هالوباء
1,لقاح كورونا موعدي الجمعه ان شاء الله
2,لقاح كورونا وينه
2,لقاح كورونا لي ثلاث شهور مسجله وللحين ماجاء موعدي شالعلم
0,لقاح كورونا مافي شي اجباري وطز فيكم
1,جتني الموافقه وسجلت موعد لقاح كورونا
1,الحمدلله اللي يسر لي اخذ لقاح كورونا الله يعطيني خيرها ويكفيني شرها يارب الف شكر مدينه الملك سعود الطبيه وزاره الصحه
1,اخذت اليوم الجرعه الاولي من لقاح كورونا بكل يسر وسهوله وحسن تنظيم شكرا وزاره الصحه
0,لقاح كورونا ما اخذته ولاسجلت عشان اخذه وماعندي اسباب معينه تردني لكن ماتحمست له
1,الحمدلله اليوم اخذت الجرعه الاولى من لقاح كورونا كوفيد ١٩ شعور جميل و فخور بما رايته من تنظيم وعنايه ولطف من جميع العام
1,لقاح كورونا اللهم اجعله حصن حصين لي ولكل من اخذه
1,من الشعب الاسرائيلي تم تطعيمه ضد فايروس كورونا حرصهم على الحياه عجيب و ربعنا الى الان يقولون مؤامره و الله
2,طيب الي عندهم ربو ياخذو لقاح كورونا ولا لاء
2,الحمدالله اخذت امس اول جرعه لقاح كورونا بس نصيحه الي عندهم دوام ياخذون سكليف لليوم الي يكون بعد اللقاح لان اليوم حسيت بتعب شديد وحراره ودوخه وضعف التنفس ومن حظي الحلو خلوني امسك بيشنت ومن تعب ماتحملت الاقنعه وارتفاع بالحراره وفي نهايه استسلمت ورحت للطوارئ
1,اخذنا اللقاح يوم الجمعه الحمدلله اكسفورد استرازينيكا الاعراض بسيطه تورم مكان الابره الى اليوم الثالث خمول
2,السلام عليكم انا جاني كورونا قبل تقريبا ٧ شهور هل ساخذ لقاح واحد فقط او لازم لقاحين
2,مساء الخير بس للفايزرين لقاح كورونا
2,لقاح كورونا موعدي يوم مارس بس الموعد اللي بعده بعد ثلاث شهور طبيعي
2,لقاح كورونا يا شباب تم اخذ اللقاح اليوم طيب الاعراض المصاحبه له هل قد تظهر لبعض الناس او كل الناس او بعد يوم او يومين تظهر الاعراض
1,تم بحمد الله اخذ الجرعه الاولى من لقاح كورونا كوفيد ١٩ يعجز اللسان عن شكر جميع القائمين في المركز على التنظيم والسرعه والمهنيه العاليه في الاداء وحفظ الله وطننا وقادته من كل شر ومكروه
2,صباحك صحه غير صحيح لا يعتبر معدي ولا توجد توصيات علميه تفيد بوجوب العزل لمن يتلقى لقاح فير
1,لقاح كورونا انت حر لاتاخذه ولكن انا وغيري وكل من اخذه من حقنا مانختلط بناس مااخذت اللقاح لانهم غير امنين وممكن يكونون مصابين ينقلون لي كورونا صح مابتاثر فيه ولكن بكون ناقل وقتها واصيب ناس تعز علي لذا امنعوا كل من لاياخذه من دخول مولات واماكن عمل وسفر وو
1,رايي الخاص الخوف المبالغ بي للقاح الصيني غير منطقي لان لقاح قد جرب في عديد من الدول ومسبقا قد دخل في مرحله التجارب وجرب عل
1,تحيه طيبه قمت بالتسجيل لاخذ لقاح كورونا منذ تاريخ الاعلان وحتى اليوم لم يصلني موعد مع العلم بان الكثير ممن قاموا بالتسجيل مؤخرا حصلوا على اللقاح
1,بفضل الله اخذت الجرعه الاولى من تطعيم كورونا في مركز الرعايه الاوليه بالدرب الاستقبال وحسن التعامل والتنظيم فوق الوصف شكرا لقيادتنا التي جعلت الانسان اغلى من المال والاقتصاد فسخرت كل شئ لسلامتنا والشكر لامير منطقه جازان لمتابعته وشكرا لجميع العاملين في هذا المركز كلمه لقاح
1,واخذ الوالد الجرعه الاولى من لقاح كورونا
2,يارب لقاح كورونا يعالج الجيوب الانفيه كمان
1,الحمدلله تلقيت الجرعه الاولى الان من لقاح كورونا اكسفورد استرازينكا ربنا يسهل و الامور تعدى على خير
2,لقاح كورونا المشكله الي قهرني المسلمين الي خايفين من اللقاح الي سوا مسلمين وتتت و الله حقين المؤامره مشكله و حتى ان كانت الماسونيه حقيقيه مستحيل بهذي السطحيه الي يروجون لها بالسوشل ميديا
2,صباحك صحه بشكل عام الفئات الممنوعه من اخذ لقاح فايروس كورونا من يعانون حساسيه مفرط
1,اتمنى انتهاء هذا الوباء قرريبا لانه حقيقه طفح الكيل لقاح كورونا
2,لقاح كورونا ههههههههههههههههههههههههههههههه ههههههههههههههههههههههههههههههه ههههههههههههههههههههههههههههههه ههههههههههههههههههههههههههههههه ههههههههههههههههههههههههههههههه
2,اللي تلقح بفايزر براند قوي واللي تلقح باكسفورد لقاح اقل شوي وعيبه انه الجرعه الثانيه بعد اكثر من شهرين عكس فايزر الجرعه الثانيه بعد ثلاث اسابيع فقط فايزر الجرعه سعرها واكسفورد ب دولار لقاح كورونا
1,الله ينفع به يارب لقاح كورونا
1,جرعه الاولى عمار يابلادي تنظيم اكثر من روعه يعطيكم العافيه ابطال الصحه لقاح كورونا
1,الحمد لله على نعمه التي لا تعد ولا تحصى في اجواء مليئه بالعطاء ودفىء مشاعر الاستقبال ورقي التعامل والتنظيم المبهر ا
1,ابشركم ولله الحمد اخذت الجرعه الاولى من لقاح كورونا في مركز جامعه الملك سعود
2,هل مريض التصلب يجب اخذ لقاح كورونا
2,لقاح كورونا طيب متى يكون فيه لقاح مناسب للي ياخذون ابر للحساسيه التنفسيه
2,السلام عليكم انا مريض بالتهاب الاوعيه الدمويه وقنر ورومتويد واستخدم علاج يخفض المناعه وهو رتكس ماب ومثيتروتكسيت و علاج الصدر حبوب سنقلير وبخاخ سمبيكورت وعلاج ضغط املور وقلب كارديكور هل اخذ لقاح كورونا ام لا
1,ولله الحمد تم اخذ اليوم لقاح كورونا كوفيد اشكر على التتظيم الرائع والعمل المميز والشكر الاكبر لقيادتنا الرشيده التي حرصت كل الحرص بتوفير كل سبل سعاده المواطن والاهتمام بصحته وحياته
0,لقاح وهم كورونا السام قد يقتل مليون شخص في الولايات المتحده
1,اللهم اعطنا خيره واصرف شره لقاح كورونا
1,تم اخذ الجرعه الاولى من لقاح كورونا الله ينفع بها
1,اخذت الجرعه الاولى والحمد لله شويه سخونه لا تذكر بس كتفي باقي يعورني قسم لقاح كورونا
1,الحمد لله من قبل ومن بعد بفضل من الله عز وجل ثم بفضل قيادتنا الرشيده اخذت اليوم الجرعه الاولى من لقاح كورونا نسال الله ان ينفع بها الف شكر لحكومه خادم الحرمين الشريفين وكذلك الشكر موصول لوزاره الصحه وكل القائمين على صحه وحمايه المواطن والمقيم في هذا الوطن الكبير
1,الحمدلله تم اخذ الجرعه الاولى من لقاح كورونا كوفيد ١٩ كل الشكر و التقدير لكافه منسوبي وزاره الصحه القائمين على هذا ا
1,لله الحمد والمنه تم اكمال الجرعات الخاصه ب لقاح كورونا والحمد لله لم تصادفتي اي اثار جانبيه سوى الم بسيط مكان الابره اختفى ثاني يوم
1,لقاح كورونا السعوديه العظمى ودينا الوالده للتطعيم الاجباري هههههههههههه رافضه بالقوه اقنعتها
2,الناس وهما يحجزو لقاح كورونا وانا جايه ازاحمهم احجز موعد لقاح انفلونزا بعد مانتهى الشتاء
2,يب يب الم جسدي بعد لقاح كورونا منتاز
2,الحين اللي ياخذ لقاح كرونا بالحفر لازم يصور نفسه او يصورونه طيب اذا اخذت ابره غير لقاح كرونا يصير نصور والا لا لقاح كورونا حفرالباطن حفرالباطن الان
2,لقاح كورونا طموني في احد اخذه
1,ولله الحمد والمنه طعمت اليوم الجرعه الاولى ضد كورونا كتب الله لنا ولكافه الناس الصحه والعافيه مملكه الانسانيه وزاره الصحه لقاح كورونا
2,كالعاده هاشتاق يرفع بعد تغريدات لمناصرين ومعارضين للقاح كورونا نسال الله ان يزيل هذه الغمه عنا ويبارك ويحفظ شعبنا لقاح كورونا
2,الي صار بي كورونا وتعالج منه بسلامه هم ياخذ لقاح
1,تم اخذ الجرعه الاولى من لقاح كورونا كلمه شكر قليله في حق منسوبي وزاره الصحه على ما رايناه و لمسناه من اهتمام و حرص و الشكر موصول قبلا لهذه القياده العظيمه ادامهم الله و عاشت بلادي السعوديه سالمه غانمه من كل شر و سوء
2,دكتور فهد مساء الخير هل مرض ثنائي القطب عائق لاخذ لقاح كورونا وشكرا
1,الي الامام يا بلادي والحمد لله على تمام النعم تلقيت اليوم الجرعه الاولى من لقاح كورونا اتمنى ان ينفع الله بها شكرا
1,الحمد لله من قبل ومن بعد بفضل من الله عز وجل ثم بفضل قيادتنا الرشيده اخذنا اليوم الجرعه الاولى من لقاح كورونا نسال
1,الحمدلله من فضله ونطلب من الله رفع الغمه عن هذه الامه شكرا حكومتنا وشبابنا على الترتيب والتنظيم لقاح كورونا وزاره الصحه
1,لقاح كورونا اخويه امس اخذ اول جرعه من اللقاح مع ورده وجالس يقنعنا ناخذ اللقاح
0,اخذت لي موعد حق لقاح كورونا ولي ساعه ادعي يارب ينسوني ومايتصلون علي
1,لقاح كورونا سبق وجاني كورونا وتعافيت منه الحمدلله يعني بس باخذ جرعه وحده فقط
2,لقاح كورونا اخاف يقلد مكيانيكا الكم
2,والدول الي تقول انهم مارح يعطون الي عندهم اعاقات لقاح كورونا والي يقولون مارح يدخلونهم المستشفى هذولي عديمين انسانيه لان الانسان السليم بيكون عنده مناعه اما المرضى ماعندهم مناعه وجع وين الانسانيه
2,اذا قبل لقاح كورونا مات بعد اللقاح موت طبيعي
1,الحمد لله تلقيت اليوم الجرعه الاولى من لقاح كورونا اكسفورد استرازينيكا شكرا لكم يا وزاره الصحه على التنظيم والمج
1,كورونا اخذت لقاح جامعه اكسفورد وبكمل ٢٤ ساعه والى الان ما فيه اي اعراض غير الم في مكان الابره بسيط
1,لقاح كورونا بنسبه لي كمواطن سعودي اعلم يقينا واثق كل الثقه ان حكومتنا حريصه كل الحرص على اختيار افضل اللقاحات واكثرها ك
1,اخذت لقاح كورونا بالامس والحمدلله على نعمه السعوديه و وزاره الصحه مجاني وما فيه تزاحم وتنظيم اكثر من رائع طبعا اعراض اللقاح
1,وددت ان اكتب تغريده للتاريخ بعد ان تلقيت الجرعه الاولى من لقاح كورونا اسال الله ان ينفع بها شكرا وطني العظيم ع كل شي والله ما مثلك بهالدنيا بلد
1,اللهم اجعل بها الصحه والعافيه والتحصين من كل داء وسوء ومكروه بحمد الله وفضله اخذنا لقاح كورونا الجرعه ١ في المدينه ال
1,بعد اخذ لقاح كورونا بمركز اللقاحات في الرياض صاحب السمو الملكي الامير عبدالاله بن عبدالرحمن كلمه شكر من سموه د وليد الع
2,اطلاق استماره للتسجيل من خلال موقع الكتروني للحصول علي لقاح كورونا مثل الي يحضر المعلف قبل الحصان
2,لقاح كورونا الخميس موعدي والصراحه متوتر ومتردد اروح او لا
2,لقاح كورونا الي اخذوه تنصحوني اخذه مرره متردده وخايفه
1,الان بعد مرور ساعه من اخذ لقاح كورونا استرازينيكا السخونه تقريبا خفت بشكل كبير لا يزال الصداع والم العظام والعضلات والخمول في الجسم مستمر ولكن بدرجه متوسطه الحمدلله على كل حال
1,الحمد لله تلقيت اليوم الجرعه الاولى من لقاح كورونا اكسفورد استرازينيكا شكرا لكم يا وزاره الصحه على التنظيم والمجهودات التي تقومون بها
1,لقاح كورونا اهلي بعد ماطقوا اللقاح دخلوا للبيت مشغلين هذا السعودي فوق فوق
2,كثر الكلام حول لقاح كورونا واقحام الشخص في مجال لا يفقه فيه ولا يعي ذلك
2,اوكي الفشخره وصلت للقاح كورونا تشوف نفسك عشان اخذت لقاح فايزر وغيرك لا
1,الحمدلله اخذت اللقاح والامور طيبه ومافي داعي للخوف لقاح كورونا الله يعز دولتنا وحكومتنا وملكنا وولي عهده يارب احفظ لنا السعوديه وحكامها وشعبها وابعد عنها اشرار خلقك
2,لقاح كورونا ماعطوني ورده
2,طعمت واللا تط عم ت لقاح كورونا
2,لقاح كورونا موعدي بعد بكرا متردده مابين اروح ولا لا
1,تلقى الوالد اليوم بحمد الله الجرعه الاولى من لقاح كورونا نسال الله ان يجعلها بردا وسلاماعليه بدوره قدم الوالد شكره لاداره مستشفى صبيا العام المتمثله في الاستاذ عبده الجعفري على التنظيم وحسن الاستقبال
2,لقاح كورونا مكتوب على علبه الدخان يسبب سرطان ويضعف الحيوانات المنويه ويوم جاء لقاح كورونا يقول ماباخذه
2,عندي مشكله في تطبيق صحتي ولم تحل مشكلتي الى الان لها اكثر من ٣ شهوووور واتواصلت مع ٩٣٧ من ٣ شهور وزياده والى الان مشكلتي لم تحل كيف احصل على لقاح كورونا وتطبيق صحتي لايعمل معي ارجو التواصل معي لحل المشكله وشكرا
1,بحمد الله تلقيت اليوم الجرعه الاولى من لقاح كورونا شكرا لكل ماوجدناه من تنظيم واهتمام من حكومتنا الرشيده ممثله في وزاره الصحه
1,تلقيت اليوم الجرعه الاولى من لقاح كورونا في مركز جونز هوبكنز ارامكو الطبي اسال الله ان يكون فيها الوقايه والعافيه شكرا لحكومتنا الرشيده ولكل القائمين والمنظمين
0,مافكر اخذه ابد لقاح كورونا
0,مب منه من لقاح كورونا المغشوش صدق سعودي جميازي
2,انا فيني مرض مزمن و من مواليد والى الان ماجاني شيء ننتظر ونشوف لقاح كورونا
2,حسب خبرتي تمديد عشان الان فيه لقاح كورونا وبعد اللقاح تعود الحياه الطبيعيه
2,شسالفه لقاح كورونا
1,موعدي يوم الاحد لقاح كورونا
1,بحمد الله وفضله تلقيت اليوم بمستشفى ابها الميداني الجرعه الاولى من لقاح فايزر المضاد لفايروس كورونا شكرا ح
2,لقاح كورونا في احد من جيل التسعينات جاه الدور
1,الله ينفع فيه و ينتهي هالوباء شكرا لدولتنا العظيمه احساس عالي بالفخر لما تشوف التنظيم و السرعه و لطف كل العاملين في المركز لقاح كورونا
2,لقاح كورونا حجزت من شهر ونص باقي ما دقو
2,الله يسعدكم الي عنده احد من عمر ٦٠ وفوق واخذ اللقاح هل تعب او مناعته صارت ضعيفه قولو لي لقاح كورونا
2,اللي تلقح رتويت واللي ماتلقح بلوك لقاح كورونا
0,اغلب الشعب اخذ لقاح كورونا والحالات تزيد كل يوم الله يستر اتوقع كورونا بتم ويانا سنين ما بيروح الموضوع مب سهل ياجماعه
1,لقاح كورونا اخذت الجرعه الاولى اليوم الحمدلله والشكر الله ينفع به
1,لا تف كلمات الشكر و الامتنان لوطني العظيم و للقياده الراشده والدنا خادم الحرمين الشريفين و سمو ولي العهد اخذت قبل قليل
1,لقاح كورونا حجزت
1,افضل رد على مقوله مؤامره لقاح كورونا
1,بحمد الله وفضله تلقيت اليوم الجرعه الاولى من لقاح كورونا كوفيد في مجمع القصيم التخصصي الطبي بالرس الشكر لله اولا
1,يجتمعون يوميا بدون كمامات ولا تباعد واذا قيل لهم ما تخافون من كورونا قالوا ما احد يموت قبل يومه واذا قيل لهم لماذا لا تاخذون لقاح كورونا قالوا ليس امن تبغونه يذبحنا تناقضات
1,الصحه لا صحه لما يقال عن نقص مناعه الجسم بعد تلقي الجرعه الاولى من لقاح كورونا
0,الصدق احترنا بين كورونا و لقاح كورونا بس المهم والاهم لاتنسون تدعون ع الصين حسبي الله عليهم ماعدا المسلمين فيهم
2,الاعراض بعد ماتخف ترجع مره ثانيه والا لا لقاح كورونا
0,لقاح كورونا مدري ليه خفت يوم وصلتني
1,لقاح كورونا هذا اخذ القاح وهو ولي عهد وماسك دوله ولا خاف من الموت منو انت ماغير متسدح ومتبطح ولا عندك شي
2,الله يرحمه لكن نحتاج توضيح من وزاره الصحه هل السبب لقاح كورونا او لا
0,صدقت الى الان ماكو لقاء كورونا لقاح الصيني والروسي والامريكي فيها اعراض جانبيه خطيره
2,مساءك صحه لا يوجد توصيه بالعزل بعد تلقي لقاح فايروس كورونا مع تمنياتنا للجميع الصحه والعافيه
1,توكلنا على الله وفعلنا الاسباب حمايه لنا ولمن نحب الله ينفع به لقاح كورونا
2,لقاح كورونا من اخذ القاح من ضد القاح
0,والله لو موزعين لقاح ضد الذباب بمكان كورونا هوايه ابرك
1,ثم يا تي من بع د ذ لك عام فيه يغاث الناس اللهم غيثا من الصحه والعافيه والمسرات لقاح كورونا وزاره الصحه
2,لقاح كورونا متبقي ٤٢ يوم على رمضان يا رب لا تهل علينا هلال رمضان الا وقد ازحت الغمه عن هذه الامه اللهم بلغني وعا
1,لقاح كورونا ان شاء الله ناخذه
2,اللي جتهم كورونا ياخذون لقاح
1,اليوم تم بحمدالله اخذ الجرعه الاولى من لقاح كارونا لقاح كورونا كوفيد
1,تم اخذ اللقاح والاوضاع طبيعيه ولله الحمد لقاح كورونا
2,عندنا الوالده بعد عندها ارتكريا وتاخذ حبوب كلاريتين من عشرين سنه عادي تاخذ لقاح كورونا
0,لقاح كورونا اتمنى مايكون بيوم اجباري لانه مالي نيه اخذه
1,تلقيت الجرعه الاولى من لقاح كورونا فايزر اليوم الثلاثاء ولله الحمد شكرا للعاملين في مركز لقاحات كورونا ب جامعه ام القرى تنظيم ولا اروع
